policy_name,step,action,uav1_action_name,uav2_action_name,reward,cum_reward,distance_uav1_target,distance_uav2_target,distance_uav1_uav2,success,collision,done
bc,0,18,accelerate,accelerate,-2.607270883560753,-2.607270883560753,13.493573954495602,12.579134881111925,4.24275178252312,False,False,False
bc,1,18,accelerate,accelerate,-2.5625751422424004,-5.169846025803153,13.248468219707751,12.377283202716251,4.118553042571235,False,False,False
bc,2,18,accelerate,accelerate,-2.511097763351196,-7.680943789154349,13.01960332066992,12.091374312842037,3.980327525761903,False,False,False
bc,3,18,accelerate,accelerate,-2.4160839288393605,-10.09702771799371,12.576901392000329,11.583937896393275,3.8303982628831945,False,False,False
bc,4,18,accelerate,accelerate,-2.305196756900704,-12.402224474894414,11.998181088604312,11.05378648040273,3.682473799654506,False,False,False
bc,5,18,accelerate,accelerate,-2.1737202838427594,-14.575944758737172,11.307999889226437,10.429202949201153,3.5331997780897497,False,False,False
bc,6,18,accelerate,accelerate,-2.0478649114242313,-16.623809670161403,10.705075234815334,9.773573879426978,3.3806855910796547,False,False,False
bc,7,18,accelerate,accelerate,-1.9127783193624923,-18.536587989523895,10.030134986153296,9.097648207471625,3.2281083258842953,False,False,False
bc,8,18,accelerate,accelerate,-1.7895703077715053,-20.3261582972954,9.470510450139368,8.425192627575683,3.0734026268190697,False,False,False
bc,9,18,accelerate,accelerate,-1.642388717014204,-21.968547014309603,8.723863789324302,7.7000233808177345,2.92151443507436,False,False,False
bc,10,18,accelerate,accelerate,-1.5177861665900085,-23.486333180899614,8.059470285365931,7.118391380534154,2.7654716498482106,False,False,False
bc,11,16,accelerate,turn_left,-1.5360237305113924,-25.022356911411006,7.788957788053113,7.57127951706081,3.018850809635092,False,False,False
bc,12,16,accelerate,turn_left,-1.4413452137227205,-26.463702125133725,7.362332199822985,7.051119937404217,2.680164934914104,False,False,False
bc,13,18,accelerate,accelerate,-1.3510498018018975,-27.81475192693562,6.888647880664654,6.621850137354321,2.496726692451707,False,False,False
bc,14,16,accelerate,turn_left,-1.3074075094120774,-29.122159436347697,6.281586433353718,6.792488660767053,2.8998490840563105,False,False,False
bc,15,16,accelerate,turn_left,-1.248199860063413,-30.37035929641111,5.944872234545198,6.537126366088932,2.5369087186597494,False,False,False
bc,16,18,accelerate,accelerate,-1.1859120804447867,-31.556271376855896,5.636648884257084,6.222471920190782,2.344744015425494,False,False,False
bc,17,18,accelerate,accelerate,-1.110767025373393,-32.66703840222929,5.291148341895447,5.816521911838481,2.1594276154014755,False,False,False
bc,18,16,accelerate,turn_left,-1.0443742188866616,-33.71141262111595,4.626826072237653,5.816916116628962,2.707637271859346,False,False,False
bc,19,16,accelerate,turn_left,-0.9393366475604101,-34.65074926867636,4.097641225775204,5.295725249828896,2.35247785273543,False,False,False
bc,20,17,accelerate,turn_right,-0.9353732697075643,-35.58612253838392,3.562730507240541,5.791002189835102,2.8516218314355406,False,False,False
bc,21,17,accelerate,turn_right,-0.8038592549906174,-36.38998179337454,2.8398875028140003,5.198705047092172,2.6990829804651066,False,False,False
bc,22,17,accelerate,turn_right,-0.796022634564921,-37.18600442793946,2.3188612552952144,5.641365090353995,3.3965182027520795,False,False,False
bc,23,17,accelerate,turn_right,-0.6755519160214667,-37.86155634396093,1.729580347447904,5.025938812766763,3.4038166092862796,False,False,False
bc,24,1,keep,turn_left,-0.658949215277718,-38.52050555923864,1.2594122556361953,5.330079897140984,4.2853710973424874,False,False,False
bc,25,11,turn_right,turn_left,-0.6205024821828157,-39.14100804142146,1.2932358938937438,4.9117889279344125,4.292280911787536,False,False,False
bc,26,11,turn_right,turn_left,-0.7185329121820594,-39.85954095360351,1.6476504901013904,5.537678631719204,4.367436048659267,False,False,False
bc,27,8,turn_left,accelerate,-0.668306702294821,-40.527847655898334,1.7478681369618292,4.935198885986381,3.4227827627152,False,False,False
bc,28,8,turn_left,accelerate,-0.5747052683687853,-41.10255292426712,1.3159292200685464,4.431123463619307,3.3242218722739745,False,False,False
bc,29,1,keep,turn_left,-0.5244969247471148,-41.627049849014234,0.7826827919729287,4.46228645549822,3.901166376989165,False,False,False
bc,30,1,keep,turn_left,-0.4295756162572028,-42.05662546527144,0.17996948867373805,4.11578667389829,3.992324146485912,False,False,False
bc,31,2,keep,turn_right,-0.5080042892171618,-42.5646297544886,0.20175551052405874,4.878287381647558,4.92514174194274,False,False,False
bc,32,3,keep,accelerate,-0.5153861953075944,-43.08001594979619,0.6149765472095964,4.538885405866348,4.8762050374083845,False,False,False
bc,33,8,turn_left,accelerate,-0.4643002137364848,-43.54431616353268,0.8352151819805619,3.8077869553842856,3.941647483011047,False,False,False
bc,34,13,turn_right,accelerate,-0.4283029991200782,-43.972619162652755,0.7232877945885686,3.5597421966122136,3.1270610753246992,False,False,False
bc,35,11,turn_right,turn_left,-0.45882962196005467,-44.43144878461281,0.7972108015302392,3.791085418070307,3.567193644547052,False,False,False
bc,36,6,turn_left,turn_left,-0.45270149359994205,-44.88415027821275,0.961741365051012,3.5652735709484085,3.002314270122875,False,False,False
bc,37,12,turn_right,turn_right,-0.45711828981502595,-45.34126856802778,0.738585781782238,3.8325971163680217,3.128407819615336,False,False,False
bc,38,11,turn_right,turn_left,-0.4100053359129181,-45.7512739039407,0.9338669604747663,3.1661863986544145,2.85782946016938,False,False,False
bc,39,6,turn_left,turn_left,-0.4978649976477574,-46.24913890158846,1.1801643894658123,3.798485587011761,2.7457716797257827,False,False,False
bc,40,11,turn_right,turn_left,-0.4140698627727144,-46.66320876436117,0.9422987135656327,3.1983999141615107,2.792740234357145,False,False,False
bc,41,7,turn_left,turn_right,-0.5330348928790956,-47.19624365724027,1.532498659894136,3.797850268896819,3.0475422409127026,False,False,False
bc,42,2,keep,turn_right,-0.5634182558293546,-47.75966191306962,2.0663672318976722,3.5678153263958734,2.6898430107962326,False,False,False
bc,43,17,accelerate,turn_right,-0.5705565459898271,-48.330218459059445,1.641583229506516,4.063982230391755,3.2892013720111697,False,False,False
bc,44,2,keep,turn_right,-0.5034919728883652,-48.83371043194781,1.1666763416853436,3.868243387198309,3.2614936006559305,False,False,False
bc,45,2,keep,turn_right,-0.5325161423294289,-49.366226574277235,0.901897955995819,4.42326346729847,3.9222076510802735,False,False,False
bc,46,2,keep,turn_right,-0.5288717364877891,-49.89509831076502,0.5072509710274974,4.781466393850393,4.291374769905756,False,False,False
bc,47,12,turn_right,turn_right,-0.5185831720203069,-50.41368148278533,0.7580217918718257,4.427809928331244,3.6745303072088045,False,False,False
bc,48,1,keep,turn_left,-0.6239324790708048,-51.03761396185613,1.414942520349086,4.824382270358962,3.4252169469991918,False,False,False
bc,49,7,turn_left,turn_right,-0.5499350312146123,-51.58754899307074,1.09322541200552,4.406124900140603,3.397502121234123,False,False,False
bc,50,6,turn_left,turn_left,-0.6205249890341702,-52.208073982104914,1.3950237572216853,4.8102261331200165,3.4369826380610506,False,False,False
bc,51,12,turn_right,turn_right,-0.5812901646312378,-52.789364146736155,1.1946413230042252,4.618260323308153,3.4434236328210703,False,False,False
bc,52,8,turn_left,accelerate,-0.5713951297460512,-53.360759276482206,1.6247331915825793,4.089218105877933,2.7274045253349093,False,False,False
bc,53,6,turn_left,turn_left,-0.5708070330257327,-53.931566309507936,1.287726814983212,4.420343515274115,3.3230349395839816,False,False,False
bc,54,6,turn_left,turn_left,-0.599735404522369,-54.531301714030306,1.783471735420711,4.213882309802979,2.927630159619933,False,False,False
bc,55,8,turn_left,accelerate,-0.4715418702182672,-55.00284358424857,1.110928170431191,3.604490531751481,2.6925940949889626,False,False,False
bc,56,11,turn_right,turn_left,-0.5356643308534607,-55.53850791510203,1.5516280425243063,3.8050152660103,2.2705691710181717,False,False,False
bc,57,11,turn_right,turn_left,-0.45206075699312476,-55.99056867209516,1.1109283163578876,3.4096792535733598,2.301367448390566,False,False,False
bc,58,12,turn_right,turn_right,-0.5882847864753483,-56.57885345857051,1.7770038475083665,4.105844017245117,2.3417351748557027,False,False,False
bc,59,12,turn_right,turn_right,-0.5522853736974676,-57.13113883226797,1.556701485280628,3.9661522516940475,2.416513549178972,False,False,False
bc,60,12,turn_right,turn_right,-0.6114655552576141,-57.74260438752559,1.7192416012010263,4.395413951375115,2.734731877937308,False,False,False
bc,61,12,turn_right,turn_right,-0.6028263599241113,-58.3454307474497,1.892868846577282,4.135394752663831,2.257313263217208,False,False,False
bc,62,6,turn_left,turn_left,-0.6708520458607992,-59.016282793310495,2.095877494459466,4.612642964148526,2.675052369557179,False,False,False
bc,63,11,turn_right,turn_left,-0.6418187155804818,-59.65810150889098,2.349834352807781,4.068352802997036,1.7355794420757729,False,False,False
bc,64,8,turn_left,accelerate,-0.5252086815098144,-60.183310190400796,1.8231098883894226,3.428976926708721,1.63562902507006,False,False,False
bc,65,6,turn_left,turn_left,-0.5430153242813839,-60.72632551468218,2.0423751558855163,3.387778086928322,1.3544719487096866,False,False,False
bc,66,16,accelerate,turn_left,-0.4049592553594117,-61.13128477004159,1.3391226058696208,2.7104699477244956,1.3791433767240484,False,False,False
bc,67,1,keep,turn_left,-0.3371378756433922,-61.46842264568498,0.8569439645549626,2.5144347918789594,1.6574955169316095,False,False,False
bc,68,1,keep,turn_left,-0.274781311967849,-61.74320395765283,0.14271601244364002,2.6050971072348497,2.514395409855223,False,False,False
bc,69,7,turn_left,turn_right,-0.2873399648476865,-62.03054392250052,0.7652610842680444,2.1081385642088204,1.951772372932885,False,False,False
bc,70,1,keep,turn_left,-0.36269273998412505,-62.39323666248465,1.3008480160059006,2.3260793838353493,1.8305859555862252,False,False,False
bc,71,1,keep,turn_left,-0.4231130821193474,-62.816349744604,2.0723569271754565,2.158773894018017,2.115244608767091,False,False,False
bc,72,18,accelerate,accelerate,-0.27370522818481596,-63.09005497278881,1.2758586241392627,1.4611936577088969,1.6160432913828646,False,False,False
bc,73,1,keep,turn_left,-0.2479921816934363,-63.33804715448225,0.8476266478344219,1.6322951690999408,1.163547474031581,False,False,False
bc,74,1,keep,turn_left,-0.2519632998713039,-63.59001045435355,0.5206389815159274,1.998994017197112,1.5301430050016196,False,False,False
bc,75,12,turn_right,turn_right,-0.29000521589986467,-63.88001567025342,1.082225340619511,1.8178268183791355,0.8447152437138888,False,False,False
bc,76,6,turn_left,turn_left,-0.26683380616705693,-64.14684947642048,0.4966351126491263,2.1717029490214426,1.841761887174657,False,False,False
bc,77,7,turn_left,turn_right,-0.32874026407810386,-64.47558974049859,0.9722235456769185,2.31517909510412,1.9206096559948465,False,False,False
bc,78,7,turn_left,turn_right,-0.35371107715000183,-64.82930081764859,0.768162401029687,2.768948370470331,2.273189294509283,False,False,False
bc,79,11,turn_right,turn_left,-0.34999923939797706,-65.17930005704656,1.2001832834876538,2.2998091104921166,1.3135485636326896,False,False,False
bc,80,11,turn_right,turn_left,-0.3434966998018929,-65.52279675684845,0.8635234064502232,2.571443591568706,1.7343865297503394,False,False,False
bc,81,13,turn_right,accelerate,-0.3254789668023908,-65.84827572365084,1.0537833292232766,2.201006338800631,1.1751571347155114,False,False,False
bc,82,6,turn_left,turn_left,-0.3401332665402052,-66.18840899019105,1.0750010060719535,2.3263316593300982,1.4761288790684641,False,False,False
bc,83,11,turn_right,turn_left,-0.4035964308596274,-66.59200542105067,1.5299548986160483,2.506009409980226,0.9760674497350875,False,False,False
bc,84,7,turn_left,turn_right,-0.3889393486570121,-66.98094476970769,1.192489503740452,2.6969039828296686,1.5209295543145787,False,False,False
bc,85,1,keep,turn_left,-0.3502235223908512,-67.33116829209854,0.8036094206157425,2.6986258032927695,1.9206855407675776,False,False,False
bc,86,12,turn_right,turn_right,-0.36812269187337576,-67.69929098397192,1.084811596806169,2.5964153219275885,2.241893815256309,False,False,False
bc,87,11,turn_right,turn_left,-0.29710177360930373,-67.99639275758122,0.7831046061901933,2.1879131299028436,1.7169630849996789,False,False,False
bc,88,7,turn_left,turn_right,-0.36992656733935736,-68.36631932492058,1.1018194927681157,2.5974461806254574,2.3832687589825685,False,False,False
bc,89,13,turn_right,accelerate,-0.27865902693487404,-68.64497835185546,0.8141717485762147,1.9724185207725253,1.5997629540928104,False,False,False
bc,90,6,turn_left,turn_left,-0.2929589262996956,-68.93793727815515,0.7353086625673558,2.1942806004296003,2.430789649122741,False,False,False
bc,91,11,turn_right,turn_left,-0.2531782109048843,-69.19111548906002,0.9343062832085358,1.597475825840307,1.73577513361054,False,False,False
bc,92,7,turn_left,turn_right,-0.256766004598241,-69.44788149365827,0.8279621119976568,1.739697933984753,1.4990852751527461,False,False,False
bc,93,7,turn_left,turn_right,-0.22586646388011,-69.67374795753838,0.6984445537918392,1.560220085009261,0.9422086438419737,False,False,False
bc,94,8,turn_left,accelerate,-0.2304406026863326,-69.90418856022471,1.0904892409370088,1.2139167859263171,0.7281049914253501,False,False,False
bc,95,11,turn_right,turn_left,-0.22746467901481526,-70.13165323923953,0.8040930596530022,1.4705537304951504,0.9653061503855528,False,False,False
bc,96,6,turn_left,turn_left,-0.24579703500628114,-70.3774502742458,1.3010895713681325,1.1568807786946784,0.8963247580851721,False,False,False
bc,97,11,turn_right,turn_left,-0.1789538283778862,-70.55640410262369,0.9022185098905217,0.8873197738883405,1.037218513953898,False,False,False
bc,98,1,keep,turn_left,-0.13474617830040422,-70.69115028092409,0.23637497664095022,1.1110868063630919,0.9406020623966544,False,False,False
bc,99,2,keep,turn_right,-0.14831156087951167,-70.8394618418036,0.43223449778320416,1.0508811110119123,0.8075993613531014,False,False,False
bc,100,6,turn_left,turn_left,-0.26021551504285734,-71.09967735684646,0.8900835347372119,1.7120716156913616,0.8349755099252374,False,False,False
bc,101,13,turn_right,accelerate,-0.23565585584442,-71.33533321269087,0.9291191763234676,1.4274393821207325,0.8195986254676211,False,False,False
bc,102,11,turn_right,turn_left,-0.23508572874084904,-71.57041894143173,1.1505145275509108,1.2003427598575798,0.7557299946016912,False,False,False
bc,103,6,turn_left,turn_left,-0.2512849631330089,-71.82170390456473,0.8420346350801708,1.6708149962499177,0.9447417265079742,False,False,False
bc,104,2,keep,turn_right,-0.15347022706728145,-71.97517413163202,0.27405431604647146,1.260647954626343,1.0399932747122012,False,False,False
bc,105,2,keep,turn_right,-0.20563938057454997,-72.18081351220657,0.13804186350903433,1.9183519422364652,1.9605218927443262,False,False,False
bc,106,1,keep,turn_left,-0.21586686462721216,-72.39668037683379,0.8526519298822097,1.306016716389912,2.0036208829244826,False,False,False
bc,107,3,keep,accelerate,-0.1956316008409858,-72.59231197767477,1.039681937849067,0.9166340705607908,1.820735839073935,False,False,False
bc,108,2,keep,turn_right,-0.22507350577758817,-72.81738548345236,1.0900896125911046,1.1606454451847772,2.2502810779061693,False,False,False
bc,109,1,keep,turn_left,-0.27239133729820797,-73.08977682075056,0.955028931380559,1.7688844416015204,2.7100478630062224,False,False,False
bc,110,11,turn_right,turn_left,-0.260024919341301,-73.34980174009186,0.8735384972879252,1.7267106961250844,2.478275799554795,False,False,False
bc,111,6,turn_left,turn_left,-0.3194066757325628,-73.66920841582443,1.0564641785312054,2.1376025787944224,3.0269656723133815,False,False,False
bc,112,8,turn_left,accelerate,-0.2903214751434479,-73.95952989096787,1.0460891818606761,1.857125569573803,2.6203911774368085,False,False,False
bc,113,13,turn_right,accelerate,-0.24384582501722002,-74.20337571598509,1.3652417539930382,1.073216496179162,2.044975683724819,False,False,False
bc,114,8,turn_left,accelerate,-0.17765749427458477,-74.38103321025967,1.436350413173971,0.3402245295718766,1.384626170276275,False,False,False
bc,115,5,turn_left,keep,-0.15268346414733405,-74.533716674407,1.1410783711955492,0.3857562702777912,0.7659780292487995,False,False,False
bc,116,12,turn_right,turn_right,0.8899115941821749,-73.64380508022482,0.46149443292842657,0.6393896252498251,0.4506613836805447,True,True,True
expert_v2,0,18,accelerate,accelerate,-2.607270883560753,-2.607270883560753,13.493573954495602,12.579134881111925,4.24275178252312,False,False,False
expert_v2,1,18,accelerate,accelerate,-2.5625751422424004,-5.169846025803153,13.248468219707751,12.377283202716251,4.118553042571235,False,False,False
expert_v2,2,18,accelerate,accelerate,-2.511097763351196,-7.680943789154349,13.01960332066992,12.091374312842037,3.980327525761903,False,False,False
expert_v2,3,18,accelerate,accelerate,-2.4160839288393605,-10.09702771799371,12.576901392000329,11.583937896393275,3.8303982628831945,False,False,False
expert_v2,4,18,accelerate,accelerate,-2.305196756900704,-12.402224474894414,11.998181088604312,11.05378648040273,3.682473799654506,False,False,False
expert_v2,5,18,accelerate,accelerate,-2.1737202838427594,-14.575944758737172,11.307999889226437,10.429202949201153,3.5331997780897497,False,False,False
expert_v2,6,18,accelerate,accelerate,-2.0478649114242313,-16.623809670161403,10.705075234815334,9.773573879426978,3.3806855910796547,False,False,False
expert_v2,7,18,accelerate,accelerate,-1.9127783193624923,-18.536587989523895,10.030134986153296,9.097648207471625,3.2281083258842953,False,False,False
expert_v2,8,18,accelerate,accelerate,-1.7895703077715053,-20.3261582972954,9.470510450139368,8.425192627575683,3.0734026268190697,False,False,False
expert_v2,9,18,accelerate,accelerate,-1.642388717014204,-21.968547014309603,8.723863789324302,7.7000233808177345,2.92151443507436,False,False,False
expert_v2,10,18,accelerate,accelerate,-1.5177861665900085,-23.486333180899614,8.059470285365931,7.118391380534154,2.7654716498482106,False,False,False
expert_v2,11,16,accelerate,turn_left,-1.5360237305113924,-25.022356911411006,7.788957788053113,7.57127951706081,3.018850809635092,False,False,False
expert_v2,12,16,accelerate,turn_left,-1.4413452137227205,-26.463702125133725,7.362332199822985,7.051119937404217,2.680164934914104,False,False,False
expert_v2,13,18,accelerate,accelerate,-1.3510498018018975,-27.81475192693562,6.888647880664654,6.621850137354321,2.496726692451707,False,False,False
expert_v2,14,16,accelerate,turn_left,-1.3074075094120774,-29.122159436347697,6.281586433353718,6.792488660767053,2.8998490840563105,False,False,False
expert_v2,15,16,accelerate,turn_left,-1.248199860063413,-30.37035929641111,5.944872234545198,6.537126366088932,2.5369087186597494,False,False,False
expert_v2,16,18,accelerate,accelerate,-1.1859120804447867,-31.556271376855896,5.636648884257084,6.222471920190782,2.344744015425494,False,False,False
expert_v2,17,18,accelerate,accelerate,-1.110767025373393,-32.66703840222929,5.291148341895447,5.816521911838481,2.1594276154014755,False,False,False
expert_v2,18,18,accelerate,accelerate,-0.9795040971720183,-33.646542499401306,4.626826072237653,5.168214899482529,1.9766308143607134,False,False,False
expert_v2,19,16,accelerate,turn_left,-0.9293324655485069,-34.57587496494981,4.097641225775204,5.195683429709865,2.545674852879334,False,False,False
expert_v2,20,16,accelerate,turn_left,-0.8376084361161157,-35.413483401065925,3.562730507240541,4.813353853920616,2.185137060838732,False,False,False
expert_v2,21,17,accelerate,turn_right,-0.7893227067207051,-36.20280610778663,2.8398875028140003,5.053339564393051,2.636831466654565,False,False,False
expert_v2,22,17,accelerate,turn_right,-0.6967408724054013,-36.89954698019203,2.3188612552952144,4.648547468758798,2.5265634343255394,False,False,False
expert_v2,23,16,accelerate,turn_left,-0.6378335856979702,-37.53738056589,1.729580347447904,4.6487555095317985,3.2079081980472357,False,False,False
expert_v2,24,16,accelerate,turn_left,-0.5460656682245932,-38.08344623411459,1.2476529964939556,4.213003685751977,3.1894635863677543,False,False,False
expert_v2,25,2,keep,turn_right,-0.555079916093039,-38.63852615020763,0.8070331766453835,4.743765984285006,4.1098748343493705,False,False,False
expert_v2,26,12,turn_right,turn_right,-0.5220349641956623,-39.16056111440329,0.6046981196367068,4.615651522319916,4.239589376446736,False,False,False
expert_v2,27,12,turn_right,turn_right,-0.6046443753188752,-39.76520548972217,1.038655349045967,5.007788404142785,4.382870461173801,False,False,False
expert_v2,28,3,keep,accelerate,-0.6183164871848035,-40.38352197690698,1.6591653228217285,4.523999549026306,3.577767414873288,False,False,False
expert_v2,29,18,accelerate,accelerate,-0.5119843969531658,-40.895506373860144,1.159821389537445,3.960022579994212,3.3258962017666645,False,False,False
expert_v2,30,3,keep,accelerate,-0.3924854446328455,-41.28799181849299,0.539433358223852,3.3854210881046027,3.104208316244123,False,False,False
expert_v2,31,21,decelerate,turn_left,-0.41359175068408177,-41.701583569177075,0.2575225876904747,3.8783949191503426,3.621698802094173,False,False,False
expert_v2,32,6,turn_left,turn_left,-0.4368197000929559,-42.13840326927003,0.8138328935998499,3.554364107329709,2.7617727358651,False,False,False
expert_v2,33,13,turn_right,accelerate,-0.3025670380111948,-42.440970307281226,0.2091185496075555,2.816551830504392,2.7056246333146694,False,False,False
expert_v2,34,11,turn_right,turn_left,-0.3895071098383127,-42.83047741711954,0.6498894466586516,3.2451816517244754,2.9043465151769245,False,False,False
expert_v2,35,11,turn_right,turn_left,-0.3468596754219426,-43.17733709254148,0.45150401343321034,3.0170927407862154,2.5856198886609265,False,False,False
expert_v2,36,7,turn_left,turn_right,-0.4451627669154288,-43.62249985945691,0.9478910353319477,3.5037366338223404,2.870447505894389,False,False,False
expert_v2,37,3,keep,accelerate,-0.41883205225343617,-44.041331911710344,1.2900652358208413,2.8982552867135203,2.2555023983319114,False,False,False
expert_v2,38,1,keep,turn_left,-0.43142285916052536,-44.47275477087087,1.4696146827637437,2.8446139088415103,2.594479391576058,False,False,False
expert_v2,39,1,keep,turn_left,-0.4729366971934062,-44.945691468064275,1.8889999661945518,2.8403670057395103,2.201919133606484,False,False,False
expert_v2,40,17,accelerate,turn_right,-0.44703268296285475,-45.39272415102713,1.2858983587785717,3.184428470849976,2.7325616213242245,False,False,False
expert_v2,41,3,keep,accelerate,-0.38078463772615856,-45.77350878875329,0.9213023147746628,2.886544062486922,2.3965793940437785,False,False,False
expert_v2,42,1,keep,turn_left,-0.3708672885237543,-46.144376077277045,0.6615386176970138,3.0471342675405286,2.651271994071524,False,False,False
expert_v2,43,6,turn_left,turn_left,-0.43545467897325507,-46.5798307562503,1.129242228903333,3.2253045608292172,2.2413271452577783,False,False,False
expert_v2,44,7,turn_left,turn_right,-0.43032979507940033,-47.010160551329705,1.299268236673314,3.0040297141206893,1.728980793246319,False,False,False
expert_v2,45,6,turn_left,turn_left,-0.48063781124374433,-47.49079836257345,1.1725578603361024,3.6338202521013403,2.5765355098394034,False,False,False
expert_v2,46,12,turn_right,turn_right,-0.5681643738925571,-48.05896273646601,1.7913255831526183,3.890318155772952,2.1135803856190187,False,False,False
expert_v2,47,7,turn_left,turn_right,-0.44931465725855324,-48.50827739372456,1.0652200272872911,3.4279265452982415,2.4047686280516607,False,False,False
expert_v2,48,1,keep,turn_left,-0.47375211257762806,-48.98202950630219,0.7683235812223076,3.9691975445539724,3.2536874122078134,False,False,False
expert_v2,49,2,keep,turn_right,-0.3672166623352694,-49.34924616863746,0.29295519418732135,3.3792114291653723,3.2856541988072423,False,False,False
expert_v2,50,12,turn_right,turn_right,-0.44138210269409983,-49.790628271331556,0.6041607738783897,3.8096602530626087,3.8993215007664865,False,False,False
expert_v2,51,12,turn_right,turn_right,-0.43986762183272426,-50.23049589316428,0.7689335392136418,3.6297426791136007,3.0031824557260145,False,False,False
expert_v2,52,8,turn_left,accelerate,-0.3298533536077161,-50.560349246772,0.18696112347145089,3.11157241260571,2.9803428732274737,False,False,False
expert_v2,53,11,turn_right,turn_left,-0.39533096837473924,-50.955680215146735,0.5237333771060012,3.429576306641391,3.614687474375277,False,False,False
expert_v2,54,11,turn_right,turn_left,-0.42445192642958873,-51.380132141576325,0.9968817059422812,3.247637558353606,2.6997764690256756,False,False,False
expert_v2,55,7,turn_left,turn_right,-0.45144017124006847,-51.83157231281639,0.9121246374564678,3.6022770749442166,2.8092784785017995,False,False,False
expert_v2,56,7,turn_left,turn_right,-0.4064519229196208,-52.23802423573601,0.7904281741825219,3.274091055013686,2.8440454286951664,False,False,False
expert_v2,57,12,turn_right,turn_right,-0.5073031981718824,-52.745327433907896,1.3682046564133192,3.7048273253055046,2.9958127535552124,False,False,False
expert_v2,58,2,keep,turn_right,-0.5277578084581126,-53.27308524236601,1.8802455590677785,3.3973325255133475,2.4039893425337997,False,False,False
expert_v2,59,18,accelerate,accelerate,-0.4625386456250971,-53.7356238879911,1.4854931067391315,3.1398933495118397,2.1162884867728025,False,False,False
expert_v2,60,1,keep,turn_left,-0.43584253884941004,-54.17146642684051,0.8982978833710074,3.460127505123093,2.705268580739582,False,False,False
expert_v2,61,6,turn_left,turn_left,-0.4810991215420532,-54.65256554838256,1.5992808238301135,3.2117103915904184,1.9688756267488874,False,False,False
expert_v2,62,11,turn_right,turn_left,-0.5246191926601733,-55.17718474104274,1.4859088848496829,3.7602830417520496,2.8404241180176837,False,False,False
expert_v2,63,11,turn_right,turn_left,-0.4794635849316947,-55.65664832597443,1.5977026355421298,3.196933213774817,2.7709758053085367,False,False,False
expert_v2,64,13,turn_right,accelerate,-0.40467872037510455,-56.06132704634953,1.4350398092685246,2.611747394482521,1.857178494696085,False,False,False
expert_v2,65,6,turn_left,turn_left,-0.3268880241717397,-56.38821507052127,0.7553864232308503,2.5134938184865465,2.3089933154909854,False,False,False
expert_v2,66,1,keep,turn_left,-0.21080040909788966,-56.59901547961916,0.07769494369143409,2.0303091472874626,2.1072909920170346,False,False,False
expert_v2,67,12,turn_right,turn_right,-0.3101294304697336,-56.9091449100889,0.5697956260102631,2.531498678687073,3.070932828995172,False,False,False
expert_v2,68,1,keep,turn_left,-0.3418980419263526,-57.25104295201525,1.3192361566688526,2.099744262594673,3.316660230265164,False,False,False
expert_v2,69,1,keep,turn_left,-0.436403099715557,-57.6874460517308,1.832747092831213,2.531283904324357,4.222996731173202,False,False,False
expert_v2,70,18,accelerate,accelerate,-0.3358050184349248,-58.02325107016573,1.231934013990319,2.1261161703589284,3.257298347284116,False,False,False
